movie,productionbudget,domesticgross,worldwidegross,year
For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255,2012
For Your Consideration,12000000,5549923,5549923,2006
Celebrity,12000000,5078660,6200000,1998
From Justin to Kelly,12000000,4922166,4922166,2003
Invaders from Mars,12000000,4884663,4984663,1986
Girl 6,12000000,4880941,4880941,1996
In the Cut,12000000,4717455,23693646,2003
Charlie Bartlett,12000000,3950294,5295909,2008
Two Lovers,12000000,3149034,16349034,2009
Wish Upon,12000000,14301505,23477345,2017
If Beale Street Could Talk,12000000,14915773,19859167,2018
About Time,12000000,15323921,88538742,2013
47 Meters Down: Uncaged,12000000,22260900,37989240,2019
Crank,12000000,27838408,43924923,2006
The Muppet Christmas Carol,12000000,27281507,27788790,1992
Hell or High Water,12000000,27007844,37584304,2016
Frida,12000000,25885000,56131239,2002
Katy Perry: Part of Me,12000000,25326071,32700439,2012
Top Five,12000000,25317379,26001741,2014
Rounders,12000000,22921898,22921898,1998
Rudy,12000000,22750363,22750363,1993
Casino Royale,12000000,22744718,41744718,1967
Prophecy,12000000,22673340,22673340,1979
Project Almanac,12000000,22348241,32909437,2015
Black and Blue,12000000,22012729,22679978,2019
The Turning,12000000,15472775,18472775,2020
Just Wright,12000000,21540363,21867665,2010
Stir of Echoes,12000000,21133087,23059379,1999
Tales from the Crypt: Demon Knight,12000000,21089146,21089146,1995
The Boys from Brazil,12000000,19000000,19000000,1978
The Upside of Anger,12000000,18761993,28915761,2005
Aquamarine,12000000,18597342,22978953,2006
Nebraska,12000000,17654912,24761360,2013
Critical Care,12000000,220175,220175,1997
My Baby's Daddy,12000000,17321573,17322212,2004
Max Keeble's Big Move,12000000,17292381,17292381,2001
Young Adult,12000000,16311571,22750356,2011
La grande bellezza,12000000,2883879,29545082,2013
Home,12000000,0,0,2009
Duma,12000000,870067,994790,2005
Welcome to Collinwood,12000000,378650,4606284,2002
Married Life,12000000,1506998,2975188,2008
2046,12000000,1442338,19287485,2005
Kill the Irishman,12000000,1188194,1188194,2011
Ravenous,12000000,2062406,2062406,1999
The Pursuit of D.B. Cooper,12000000,2104164,2104164,1981
Darling Companion,12000000,793352,1200346,2012
Ondine,12000000,550472,557545,2010
Brother,12000000,450594,477693,2001
Kahlil Gibran's The Prophet,12000000,340536,1080362,2015
The Dangerous Lives of Altar Boys,12000000,1779284,1779284,2002
Life Before Her Eyes,12000000,303439,7203439,2008
Gwoemul,12000000,2201923,92618117,2007
Stoker,12000000,1703125,12034913,2013
Pink Flamingos,12000,413802,413802,1997
Grip: A Criminal's Story,12000,1336,1336,2006
Tin Can Man,12000,0,0,nown
Knight and Day,117000000,76423035,258751370,2010
Venom,116000000,213511408,853530899,2018
Windtalkers,115000000,40914068,77628265,2002
Danteâs Peak,115000000,67163857,178200000,1997
The Wolverine,115000000,132556852,416456852,2013
The Huntsman: Winterâs War,115000000,48003015,165149302,2016
Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677,1999
Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877,2005
Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615,2002
Monsters Inc.,115000000,290149425,560483719,2001
Night of the Living Dead,114000,12087064,30087064,1968
AstÃ©rix aux Jeux Olympiques,113500000,999811,132999811,2008
Gulliver's Travels,112000000,42779261,232017848,2010
Ferdinand,111000000,84410380,289838913,2017
Home on the Range,110000000,50026353,76482461,2004
The Taking of Pelham 123,110000000,65452312,152364370,2009
Deadpool 2,110000000,324591735,786680557,2018
Gravity,110000000,274092705,689742192,2013
Night at the Museum,110000000,250863268,579446407,2006
Mr. and Mrs. Smith,110000000,186336279,486124090,2005
Around the World in 80 Days,110000000,24004159,72004159,2004
Ghost in the Shell,110000000,40563557,167910690,2017
Kingdom of Heaven,110000000,47398413,218675751,2005
San Andreas,110000000,155190832,456258539,2015
The Smurfs,110000000,142614158,563749323,2011
Live Free or Die Hard,110000000,134529403,382288147,2007
The Divergent Series: Insurgent,110000000,130179072,295075882,2015
Ocean's Twelve,110000000,125531634,362989076,2004
Tomorrow Never Dies,110000000,125304276,339504276,1997
The Patriot,110000000,113330342,215300000,2000
300: Rise of an Empire,110000000,106580051,330780051,2014
The Aviator,110000000,102608827,208370892,2004
Passengers,110000000,100014699,302239672,2016
The Green Hornet,110000000,98780042,229155503,2011
Miss Peregrineâs Home for Peculiar Children,110000000,87242834,295986876,2016
Real Steel,110000000,85463309,263880341,2011
Men in Black: International,110000000,80001807,253020464,2019
The A-Team,110000000,77222099,177241171,2010
The Smurfs 2,110000000,71017784,348547523,2013
The Divergent Series: Allegiant,110000000,66184051,172022517,2016
Speed 2: Cruise Control,110000000,48097081,150468000,1997
Ender's Game,110000000,61737191,127983283,2013
The Birth of a Nation,110000,10000000,11000000,1915
The Dressmaker,11900000,2022115,24041617,2015
Diamonds,11900000,81897,81897,1999
Madadayo,11900000,48856,49451,1997
Carol,11800000,12711491,42666442,2015
Gisaengchung,11800000,53369745,254695705,2019
Pet Sematary,11500000,57469179,57469179,1989
The Cry of the Owl,11500000,0,0,2009
Dirty Grandpa,11500000,35593113,105078449,2016
St. Trinianâs,11400000,15000,29830239,2009
Untitled Leonid Brezhnev Movie,11200000,0,0,2021
Major League,11000000,49793054,49793054,1989
Phone Booth,11000000,46566212,97837138,2003
A Walk to Remember,11000000,41227069,46060861,2002
Cruel Intentions,11000000,38665260,76238901,1999
If I Stay,11000000,50474843,78356170,2014
My Cousin Vinny,11000000,52929168,52929168,1992
The Molly Maguires,11000000,2200000,2200000,1970
Dead Man Walking,11000000,39387284,83088295,1995
Brooklyn,11000000,38322743,62076141,2015
Fried Green Tomatoes,11000000,81204830,81204830,1991
The Secret Life of Bees,11000000,37780486,39994347,2008
Wind River,11000000,33800859,44998252,2017
Woman in Gold,11000000,33307793,58586407,2015
History of the World: Part I,11000000,31672000,31672000,1981
I Tonya,11000000,30014534,53797409,2017
Saw VI,11000000,27693292,69752402,2009
Corky Romano,11000000,23978402,25116103,2001
Fighting With My Family,11000000,22958583,41503089,2019
Raising Cain,11000000,21171695,21171695,1992
F.I.S.T,11000000,20388920,20388920,1978
Barry Lyndon,11000000,20000000,20169934,1975
Quartet,11000000,18388357,56178935,2012
Out Cold,11000000,13906394,14786394,2001
The Ladies Man,11000000,13592872,13719474,2000
Jackass: Number Two,11000000,72778712,85278712,2006
The Perez Family,11000000,2794056,2794056,1995
High School Musical 3: Senior Year,11000000,90559416,274392880,2008
Peeples,11000000,9177065,9307166,2013
Boy Erased,11000000,6788692,11862650,2018
Doctor Zhivago,11000000,111897830,112040388,1965
Gremlins,11000000,148168459,148950790,1984
Star Wars Ep. IV: A New Hope,11000000,460998007,775398007,1977
Sultan,11000000,5599781,72989781,2016
Slackers,11000000,4814244,5942218,2002
The Gospel of John,11000000,4068087,4234355,2003
Vera Drake,11000000,3753806,13353855,2004
La piel que habito,11000000,3185193,38190517,2011
The Guru,11000000,3051221,24150550,2003
Othello,11000000,2844379,2844379,1995
The Banker,11000000,0,0,2020
Eli,11000000,0,0,2019
Tomcats,11000000,13558739,13558739,2001
La famille BÃ©lier,11000000,0,82438670,2014
Le prÃ©nom,11000000,61611,25307405,2012
Brighton Rock,11000000,229653,229653,2011
Copying Beethoven,11000000,355968,6586324,2006
Romance and Cigarettes,11000000,551002,3231251,2007
La Tortue Rouge,11000000,920057,6712903,2016
Return to the Blue Lagoon,11000000,2000000,2000000,1991
What's Eating Gilbert Grape,11000000,9170214,9170214,1993
LOL,11000000,0,10431506,2012
Misconduct,11000000,0,2352511,2016
Kinsey,11000000,10214647,17443529,2004
Army of Darkness,11000000,11502976,21502976,1993
The Fighter,11000000,93617009,129262388,2010
Frailty,11000000,13110448,19947280,2002
Inside Llewyn Davis,11000000,13248209,32943247,2013
Ali,109000000,58183966,87683966,2001
The Cat in the Hat,109000000,101018283,133818283,2003
The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887210985,2001
The Martian,108000000,228433663,655194200,2015
Allied,106000000,40098064,119266661,2016
Ice Age: Collision Course,105000000,64063008,402156682,2016
10000 B.C.,105000000,94784201,269065678,2008
Town & Country,105000000,6712451,10364769,2001
Stuart Little,105000000,140015224,298815224,1999
I Robot,105000000,144801023,348629585,2004
The Princess and the Frog,105000000,104400899,270997378,2009
Kingsman: The Golden Circle,104000000,100234838,408803696,2017
Gone in 60 Seconds,103300000,101643008,232643008,2000
Gladiator,103000000,187683805,457683805,2000
The Hangover 3,103000000,112200072,362000072,2013
A Wrinkle in Time,103000000,100478608,133401882,2018
The Work and the Story,103000,16137,16137,2003
Public Enemies,102500000,97104620,212282709,2009
Bumblebee,102000000,127195589,465195589,2018
Minority Report,102000000,132024714,358824714,2002
Cloud Atlas,102000000,27108272,130673154,2012
Casino Royale,102000000,167365000,594420283,2006
Django Unchained,100000000,162805434,449841566,2012
Land of the Lost,100000000,49438370,69548641,2009
Cats,100000000,27166770,75570464,2019
Point Break,100000000,28782481,126704591,2015
Geostorm,100000000,33700160,220796009,2017
Green Zone,100000000,35497337,97523020,2010
Treasure Planet,100000000,38120554,91800000,2002
The Expendables 3,100000000,39322544,209461378,2014
Catwoman,100000000,40202379,82078046,2004
Wonder Park,100000000,45216793,115115984,2019
Peter Pan,100000000,48417850,95255485,2003
Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,2010
Starship Troopers,100000000,54768952,121100000,1997
Transcendence,100000000,23022309,103039258,2014
Midway,100000000,56846802,126151409,2019
Blood Diamond,100000000,57377916,171377916,2006
Surf's Up,100000000,58867694,145395745,2007
The Stepford Wives,100000000,59475623,96150482,2004
Spies in Disguise,100000000,66757013,165227447,2019
End of Days,100000000,66889043,212026975,1999
The Tourist,100000000,67631157,278731369,2010
Hercules,100000000,72688614,243388614,2014
In the Heart of the Sea,100000000,25020758,89693309,2015
Mortal Engines,100000000,15951040,85287417,2018
Son of the Mask,100000000,17018422,59918422,2005
Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024,2004
Planet of the Apes,100000000,180011740,362211740,2001
Batman Forever,100000000,184031112,336529144,1995
Terminator 2: Judgment Day,100000000,203464105,515390883,1991
Harry Potter and the Chamber of Secrets,100000000,262233381,876508805,2002
1917,100000000,159227644,367291650,2019
Little Fockers,100000000,148438600,310650574,2010
True Lies,100000000,146282411,365300000,1994
American Gangster,100000000,130164645,267985456,2007
The Other Guys,100000000,119219978,170936470,2010
The Wolf of Wall Street,100000000,116949183,389918903,2013
National Treasure,100000000,173005002,331323410,2004
Epic,100000000,107518682,262794441,2013
Eraser,100000000,101295562,234400000,1996
The Hunchback of Notre Dame,100000000,100138851,325500000,1996
The Emperor's New Groove,100000000,89296573,169296573,2000
The Expendables 2,100000000,85028192,311979256,2012
Chaos Walking,100000000,0,0,2021
Artemis Fowl,100000000,0,0,2020
Jin lÃ­ng shÃ­ san chai,100000000,311434,98227017,2012
The Adventures of Pluto Nash,100000000,4411102,7094995,2002
Cloudy with a Chance of Meatballs,100000000,124870275,236827677,2009
Eragon,100000000,75030163,249488115,2006
Where the Wild Things Are,100000000,77233467,99123656,2009
The Gallows,100000,22764410,41656474,2015
Keeping it Real: The Adventures of Greg Walloch,100000,1358,1358,2001
Terrifier,100000,0,0,2018
Tiger Orange,100000,0,0,2015
The Night Visitor,100000,0,0,2015
Open Secret,100000,0,0,2015
Lunch Time Heroes,100000,0,0,2015
Closure,100000,0,0,2015
Echo Dr.,100000,0,0,2014
Dude Where's My Dog,100000,0,0,nown
Indie Game: The Movie,100000,0,0,2012
The Past is a Grotesque Animal,100000,20056,20056,2014
Cheap Thrills,100000,59424,59424,2014
The Lost Skeleton of Cadavra,100000,110536,110536,2004
Penitentiary,100000,287000,287000,1980
A Ghost Story,100000,1594798,2769782,2017
The Mighty,100000,2652246,6121582,1998
Over the Hill to the Poorhouse,100000,3000000,3000000,1920
Hollywood Shuffle,100000,5228617,5228617,1987
Eraserhead,100000,7000000,7097971,1977
Facing the Giants,100000,10178331,10243159,2006
Les Intouchables,10800000,13182281,484873045,2012
Jindabyne,10800000,399879,2862544,2007
Saw V,10800000,56746769,118209778,2008
Kabhi Alvida Naa Kehna,10750000,3275443,32575443,2006
Alien,10700000,80930630,203626500,1979
Poltergeist,10700000,74706019,121706019,1982
An Ideal Husband,10700000,18542974,31341183,1999
The Last Days on Mars,10600000,24084,261364,2013
Darkness,10600000,22163442,34409206,2004
E.T. the Extra-Terrestrial,10500000,435110554,792962972,1982
2001: A Space Odyssey,10500000,59936321,71873516,1968
In the Land of Women,10500000,11052958,14140402,2007
There Goes My Baby,10500000,125169,125169,1994
The Blue Butterfly,10400000,1610194,1610194,2004
Le Fabuleux destin d'AmÃ©lie Poulain,10350000,33201661,174201661,2001
PMC: deo beong-keo,10300000,0,12478635,2018
Lovesick,10100000,10143618,10143618,1983
September Dawn,10100000,1066555,1066555,2007
Housefull,10100000,1183658,18726300,2010
Bucky Larson: Born to Be a Star,10000000,2529395,2529395,2011
The Iceman,10000000,1930282,3623609,2013
Testament of Youth,10000000,1822250,6646669,2015
Hillsong: Let Hope Rise,10000000,2394725,2678525,2016
Brian Banks,10000000,4376820,4376820,2019
On the Line,10000000,4365455,4690802,2001
